InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_numeric,TechSupport_numeric,Services_Score,Vulnerability_Score,tenure_group
1,0,0,0.5184079601990049,0.013876067389799216,0.0,0.0,0,8,0
0,2,2,0.45323383084577107,0.5383683360258482,1.0,1.0,2,0,3
2,0,3,0.021890547263681587,0.014856912070159243,0.0,0.0,0,6,0
0,0,3,0.6154228855721392,0.25305792753288714,0.0,0.0,2,2,2
2,1,1,0.014925373134328346,0.03352757904454189,0.0,0.0,0,0,1
1,0,3,0.7696517412935323,0.17734248788368337,0.0,0.0,2,4,1
1,0,0,0.8333333333333334,0.1299965381952458,0.0,0.0,1,5,0
0,2,1,0.4577114427860697,0.11599353796445881,1.0,0.0,1,0,1
0,1,1,0.5686567164179105,0.4438783752596353,1.0,0.0,1,1,3
0,1,0,0.6686567164179105,0.7249076852065544,1.0,1.0,1,0,3
1,0,0,0.5950248756218905,0.24425340410800833,0.0,0.0,1,6,2
1,0,0,0.8154228855721393,0.020736210477729056,1.0,0.0,1,6,0
0,0,3,0.5512437810945274,0.18739326102007847,0.0,1.0,0,3,1
0,2,2,0.5825870646766169,0.6288541426263559,0.0,0.0,1,0,3
0,2,3,0.2975124378109452,0.23234479575351952,1.0,1.0,1,0,2
1,2,2,0.9049751243781096,0.9069351488576045,0.0,1.0,2,2,3
2,1,0,0.06019900497512437,0.14342257096699748,0.0,0.0,0,1,3
1,1,1,0.6348258706467661,0.46286060466189705,0.0,0.0,0,0,2
2,2,2,0.0288557213930348,0.16162012462497116,0.0,0.0,0,2,3
1,1,3,0.8706467661691543,0.8782656358181399,0.0,0.0,2,3,3
1,0,0,0.7203980099502488,0.34281098546042,1.0,0.0,0,4,2
1,0,0,0.7557213930348259,0.18340064620355415,0.0,0.0,0,6,1
2,0,0,0.021393034825870627,0.03491807062081699,0.0,0.0,0,2,1
1,0,3,0.5562189054726369,0.37048234479575354,1.0,0.0,0,5,2
0,2,2,0.26218905472636816,0.35072120932379414,1.0,1.0,2,2,3
2,1,1,0.010945273631840807,0.033256404338795294,0.0,0.0,0,1,1
0,0,1,0.31492537313432833,0.16056427417493654,0.0,0.0,0,2,2
1,0,2,0.6527363184079601,0.3064101084698823,0.0,0.0,1,3,2
1,1,3,0.96318407960199,0.8209843064851142,1.0,1.0,2,2,3
1,2,2,0.854228855721393,0.7709727671359335,0.0,1.0,1,0,3
2,2,1,0.01840796019900498,0.053917609046849765,0.0,0.0,0,0,2
1,1,1,0.8572139303482588,0.6016732056312024,1.0,0.0,1,1,3
1,0,0,0.6975124378109452,0.008025617355181168,0.0,0.0,0,6,0
1,0,0,0.6676616915422885,0.4984768059081468,0.0,0.0,1,4,3
0,2,2,0.4194029850746268,0.45406185091160856,1.0,1.0,1,0,3
1,0,0,0.7527363184079602,0.5781675513501038,1.0,0.0,1,3,3
0,1,0,0.5552238805970149,0.32119778444495733,1.0,1.0,2,0,2
1,1,3,0.8114427860696517,0.6342776367412878,0.0,0.0,1,0,3
1,0,2,0.5606965174129352,0.42713477959843066,0.0,0.0,0,4,3
1,2,2,0.8656716417910447,0.8255654281098546,1.0,0.0,2,0,3
0,0,0,0.43631840796019905,0.23970690053081006,0.0,0.0,1,4,2
1,0,0,0.6373134328358209,0.0073274867297484425,0.0,0.0,2,6,0
1,0,0,0.8099502487562189,0.09251096238172168,0.0,0.0,1,6,0
1,2,0,0.9203980099502488,0.8923263327948303,1.0,0.0,2,1,3
1,0,2,0.6482587064676617,0.476650126932841,0.0,0.0,0,4,3
1,0,3,0.9417910447761194,0.9280752365566582,1.0,1.0,2,5,3
2,1,3,0.010447761194029848,0.05601200092314794,0.0,0.0,0,4,2
2,2,2,0.06865671641791044,0.22179206092776368,0.0,0.0,0,1,3
1,0,0,0.8552238805970148,0.6403819524578814,1.0,0.0,1,5,3
1,2,2,0.800497512437811,0.7893030233094853,0.0,1.0,2,1,3
1,1,0,0.7686567164179104,0.7079448419109162,0.0,0.0,2,2,3
2,0,3,0.0064676616915422536,0.037947149780752365,0.0,0.0,0,4,1
2,2,1,0.011442786069651711,0.15317332102469422,0.0,0.0,0,0,3
2,2,2,0.021890547263681587,0.1475363489499192,0.0,0.0,0,0,3
1,0,2,0.7477611940298508,0.6250634664204939,1.0,0.0,1,2,3
1,0,0,0.618905472636816,0.2781329333025617,0.0,0.0,1,4,2
0,2,3,0.7368159203980099,0.7732633279483037,1.0,1.0,2,1,3
2,1,1,0.01243781094527363,0.025496192014770366,0.0,0.0,0,0,1
0,2,3,0.5990049751243781,0.38709900761597044,0.0,1.0,1,2,2
1,0,0,0.7208955223880598,0.3916974382644819,0.0,0.0,1,6,2
0,0,0,0.5333333333333332,0.4395453496422802,1.0,1.0,0,2,3
0,2,3,0.6278606965174128,0.6207939072236326,1.0,0.0,2,0,3
0,0,1,0.435820895522388,0.004990768520655435,0.0,1.0,1,6,0
1,0,0,0.8572139303482588,0.025848142164781908,0.0,1.0,1,5,0
2,2,1,0.018905472636815884,0.023309485345026543,0.0,0.0,0,2,0
0,0,0,0.2796019900497512,0.0748788368336026,0.0,0.0,0,3,1
2,2,1,0.010945273631840807,0.030008077544426495,0.0,0.0,0,0,1
1,0,0,0.7079601990049752,0.228790676205862,0.0,0.0,2,3,1
2,0,1,0.019900497512437804,0.016103161781675514,0.0,0.0,0,5,0
2,0,1,0.011940298507462671,7.500576967459007e-05,0.0,0.0,0,4,0
1,0,0,0.664179104477612,0.4558735287329795,1.0,0.0,0,6,2
1,0,0,0.5656716417910447,0.006496653588737594,0.0,0.0,0,6,0
0,0,1,0.11194029850746268,0.02728479113777983,0.0,0.0,1,6,0
1,0,0,0.5248756218905473,0.07543849526886684,0.0,0.0,0,6,0
2,2,1,0.06915422885572137,0.04259173782598662,0.0,0.0,0,1,1
0,2,1,0.6104477611940298,0.46219709208400644,0.0,1.0,1,2,3
0,0,1,0.2761194029850746,0.05461573967228249,0.0,0.0,0,6,0
2,0,1,0.012935323383084563,0.012012462497115163,0.0,0.0,0,4,0
2,0,1,0.00547263681592039,0.02682321717055158,0.0,0.0,0,2,1
0,0,2,0.4731343283582089,0.19165128086775907,0.0,1.0,1,4,2
1,2,2,0.8960199004975123,0.8840122317101315,1.0,1.0,2,0,3
0,2,3,0.2014925373134328,0.31666282021693976,1.0,0.0,2,0,3
1,0,0,0.8144278606965173,0.6256750519270713,0.0,1.0,0,4,3
2,2,2,0.018905472636815884,0.1521693976459728,0.0,0.0,0,0,3
2,2,2,0.01691542288557213,0.15047888299099932,0.0,0.0,0,0,3
1,0,2,0.8870646766169153,0.5887952919455343,0.0,0.0,2,4,2
0,0,0,0.3079601990049751,0.19418993768751444,0.0,0.0,1,4,2
1,0,3,0.8582089552238806,0.6811158550657743,0.0,0.0,2,3,3
0,0,1,0.4174129353233831,0.20947957535195016,1.0,0.0,0,2,2
0,0,0,0.2557213930348259,0.22952342487883684,0.0,0.0,0,3,2
1,0,0,0.8268656716417909,0.3826563581813986,0.0,0.0,1,4,2
1,2,3,0.9323383084577114,0.8974324948072928,1.0,1.0,2,2,3
2,1,0,0.0860696517412935,0.14217055158089084,0.0,0.0,0,1,2
1,0,0,0.5273631840796019,0.006052388645280407,0.0,0.0,0,8,0
0,0,1,0.3517412935323383,0.14961343180244635,1.0,1.0,0,3,1
1,1,0,0.8532338308457711,0.7321313177936765,1.0,0.0,1,2,3
0,2,1,0.31791044776119404,0.29254558042926376,0.0,1.0,2,0,3
1,0,3,0.5144278606965175,0.034802677129009925,0.0,0.0,0,4,0
1,0,0,0.5044776119402985,0.005786983614124165,0.0,0.0,0,5,0
1,0,0,0.7741293532338308,0.19869605354258021,1.0,0.0,0,4,1
0,1,3,0.5228855721393034,0.39918647588276024,1.0,1.0,1,1,3
0,0,3,0.30199004975124377,0.0034387260558504497,1.0,0.0,0,6,0
1,1,0,0.7840796019900497,0.5393664897299792,0.0,0.0,2,1,2
1,0,0,0.5656716417910447,0.006496653588737594,0.0,0.0,0,6,0
1,0,0,0.9044776119402985,0.7987999076852066,0.0,1.0,2,4,3
0,0,2,0.36019900497512436,0.1811562427879068,1.0,0.0,0,2,2
2,2,3,0.06965174129353235,0.06192014770366952,0.0,0.0,0,0,1
0,2,3,0.6492537313432836,0.6249942303254097,1.0,0.0,2,0,3
0,2,2,0.2666666666666666,0.29324948072928686,1.0,1.0,2,2,3
1,0,0,0.5412935323383085,0.13564504961920149,0.0,0.0,0,4,1
1,0,0,0.6,0.16199515347334412,0.0,0.0,0,5,1
1,0,3,0.6616915422885572,0.29939995384260326,1.0,0.0,1,4,2
1,0,0,0.6114427860696517,0.06545695822755597,0.0,0.0,0,6,0
0,1,1,0.31592039800995025,0.3347622894068774,1.0,0.0,2,0,3
2,0,1,0.015920398009950265,0.0051869374567274406,0.0,0.0,0,6,0
1,2,3,0.9039800995024875,0.7356162012462497,1.0,1.0,1,1,3
2,1,1,0.020398009950248763,0.08430071543964922,0.0,0.0,0,0,2
0,0,1,0.32437810945273626,0.05167320563120241,0.0,0.0,1,5,0
1,1,0,0.8975124378109453,0.8259577659819987,0.0,1.0,2,2,3
2,2,1,0.00547263681592039,0.027319409185321948,0.0,0.0,0,0,1
1,0,0,0.7144278606965173,0.47523655665820447,1.0,0.0,1,2,2
0,0,0,0.31741293532338305,0.017234018001384722,0.0,0.0,1,4,0
0,0,1,0.42139303482587065,0.13126586660512346,1.0,0.0,1,4,1
0,0,2,0.11641791044776117,0.0012866374336487421,0.0,0.0,1,6,0
0,2,2,0.35522388059701493,0.4465555042695592,1.0,1.0,2,2,3
1,1,2,0.8248756218905472,0.7344911147011308,0.0,1.0,0,1,3
1,0,2,0.6621890547263681,0.04074544195707362,0.0,0.0,2,4,0
1,2,0,0.9487562189054725,0.7239672282483268,0.0,1.0,2,3,3
2,1,3,0.02288557213930348,0.11472997922917148,0.0,0.0,0,1,2
0,2,2,0.46318407960199004,0.5439129933071775,1.0,1.0,2,2,3
1,1,0,0.9258706467661691,0.8612162474036464,1.0,0.0,2,0,3
2,0,1,0.00547263681592039,0.0042926378952227095,0.0,0.0,0,6,0
1,0,0,0.718407960199005,0.24214747288252944,0.0,0.0,0,5,1
0,1,3,0.5537313432835821,0.3625375028848373,1.0,1.0,2,2,2
1,0,2,0.5706467661691541,0.1588102930994692,0.0,0.0,0,4,1
1,1,3,0.9751243781094526,0.44775559658435266,1.0,1.0,2,2,2
1,0,0,0.5223880597014925,0.015699284560350794,0.0,0.0,0,8,0
1,0,0,0.517910447761194,0.005942764828063696,0.0,0.0,0,6,0
2,0,1,0.012935323383084563,0.0738691437802908,0.0,0.0,0,2,2
0,1,0,0.408457711442786,0.34570159243018694,1.0,0.0,2,0,3
1,0,0,0.7248756218905472,0.12888299099930764,0.0,0.0,0,4,1
0,0,1,0.4313432835820895,0.1333429494576506,0.0,0.0,0,6,1
1,0,0,0.8154228855721393,0.7884664204938842,0.0,0.0,1,5,3
1,0,0,0.5666666666666667,0.29510731594738054,0.0,0.0,0,3,2
0,2,2,0.6104477611940298,0.6343180244634203,1.0,1.0,1,1,3
2,0,1,0.02288557213930348,0.019449573044080314,0.0,0.0,0,6,0
1,0,3,0.7601990049751244,0.24068197553657977,0.0,0.0,0,4,1
0,0,1,0.17412935323383083,0.10876990537733672,0.0,1.0,1,4,2
0,0,1,0.1731343283582089,0.11612624048003695,0.0,0.0,2,4,2
0,1,1,0.42736318407960205,0.23106392799446113,1.0,0.0,2,2,2
1,0,0,0.5621890547263682,0.014539579967689824,0.0,0.0,1,6,0
1,0,0,0.8248756218905472,0.42961573967228245,0.0,0.0,1,4,2
0,2,0,0.22189054726368157,0.1508250634664205,0.0,1.0,0,0,2
1,0,3,0.7144278606965173,0.5225536579736902,0.0,0.0,1,5,3
1,1,2,0.6507462686567165,0.6594276482806369,0.0,1.0,1,0,3
1,0,2,0.572139303482587,0.22042464804985,0.0,0.0,0,2,2
0,2,3,0.6119402985074627,0.4845372720978537,1.0,1.0,0,2,3
1,0,0,0.7547263681592039,0.1381029309946919,0.0,0.0,2,3,1
1,0,2,0.6114427860696517,0.016870528502192474,0.0,0.0,2,5,0
1,0,0,0.6039800995024875,0.1249769213016386,0.0,0.0,1,6,1
1,0,1,0.8537313432835821,0.28286406646665124,0.0,1.0,1,4,1
2,0,0,0.019402985074626844,0.005440803138702977,0.0,0.0,0,6,0
1,0,0,0.7208955223880598,0.3261423955688899,0.0,0.0,1,6,2
2,2,2,0.07114427860696515,0.18479113777982922,0.0,0.0,0,0,3
1,0,3,0.6572139303482587,0.2792291714747288,1.0,0.0,2,4,2
1,1,2,0.845771144278607,0.6922282483267943,0.0,0.0,2,2,3
0,0,2,0.3621890547263681,0.17294022617124397,0.0,1.0,1,4,2
0,0,1,0.3621890547263681,0.05347911377798293,1.0,0.0,1,4,0
0,0,1,0.4119402985074626,0.07156127394414956,0.0,0.0,1,6,0
1,0,1,0.5582089552238805,0.059404569582275565,1.0,0.0,0,6,0
1,0,0,0.6064676616915423,0.017776367412877914,0.0,0.0,1,7,0
2,0,3,0.011940298507462671,0.07566928225248096,0.0,0.0,0,2,2
2,0,1,0.011940298507462671,0.026246249711516272,0.0,0.0,0,4,0
2,1,2,0.013930348258706454,0.03839718439879991,0.0,0.0,0,2,1
0,0,2,0.12189054726368159,0.001350103854142626,1.0,0.0,0,4,0
1,0,0,0.8248756218905472,0.09509577659819987,0.0,0.0,2,5,0
1,2,0,0.9616915422885571,0.9782944841910918,1.0,1.0,2,2,3
0,0,0,0.12089552238805967,0.18492384029540734,0.0,0.0,1,3,3
1,0,0,0.7223880597014924,0.3655550426955919,1.0,0.0,0,6,2
0,1,1,0.5059701492537313,0.47058619893837983,1.0,1.0,0,1,3
1,2,2,0.9029850746268656,0.8819524578813756,1.0,0.0,2,0,3
1,0,0,0.7164179104477612,0.4407973690283868,0.0,0.0,1,6,2
1,0,2,0.5328358208955224,0.13258712208631435,0.0,0.0,0,5,1
1,0,0,0.8626865671641791,0.6004558042926379,0.0,1.0,1,6,3
0,0,0,0.29850746268656714,0.14712670205400416,0.0,0.0,1,4,2
1,0,0,0.564179104477612,0.24581698592199402,0.0,0.0,0,3,2
2,2,3,0.011442786069651711,0.06458573736441266,0.0,0.0,0,2,2
1,0,0,0.6502487562189054,0.04447265174244173,0.0,0.0,1,4,0
1,1,2,0.753731343283582,0.563922224786522,0.0,0.0,1,4,3
0,1,3,0.37810945273631835,0.16564158781444727,1.0,0.0,1,0,1
0,2,3,0.5044776119402985,0.5584929609969997,1.0,0.0,1,0,3
1,1,2,0.645771144278607,0.2324313408723748,0.0,0.0,2,0,1
0,2,2,0.41542288557213924,0.3756231248557581,1.0,1.0,0,0,3
2,1,3,0.06666666666666665,0.03018693745672744,0.0,0.0,0,2,0
0,1,2,0.654228855721393,0.612825986614355,1.0,1.0,2,3,3
1,0,0,0.6601990049751243,0.11522617124394186,0.0,0.0,1,4,0
0,1,2,0.572636815920398,0.6087179783060235,0.0,1.0,2,0,3
0,0,1,0.6273631840796019,0.40645049619201473,1.0,1.0,2,2,2
1,0,0,0.8318407960199005,0.46936302792522505,1.0,0.0,0,5,2
2,1,0,0.01641791044776117,0.07468266789753059,0.0,0.0,0,0,2
1,0,0,0.6208955223880598,0.014464574198015234,0.0,0.0,0,6,0
1,0,0,0.753731343283582,0.12232864066466653,0.0,0.0,0,5,0
1,0,0,0.6746268656716418,0.03338333717978307,0.0,0.0,1,6,0
1,0,3,0.8582089552238806,0.4230498499884606,1.0,0.0,1,2,2
2,2,3,0.014427860696517386,0.16121047772905608,0.0,0.0,0,0,3
1,0,2,0.673134328358209,0.1443284098776829,0.0,0.0,1,3,1
2,0,1,0.01791044776119402,0.0001442418647588273,0.0,0.0,0,5,0
1,1,3,0.6288557213930348,0.5728421417032079,1.0,0.0,1,0,3
1,0,0,0.5651741293532337,0.08856450496192014,0.0,0.0,0,6,0
0,2,3,0.7124378109452736,0.7551465497345949,1.0,1.0,2,0,3
0,0,0,0.3139303482587064,0.11888414493422571,1.0,0.0,0,4,1
2,2,1,0.013432835820895522,0.07710016155088854,0.0,0.0,0,0,2
0,1,0,0.2194029850746268,0.20493884144934227,1.0,1.0,1,0,2
2,1,1,0.009452736318407956,0.08740480036925918,0.0,0.0,0,0,2
0,0,0,0.2676616915422885,0.009196861297022848,0.0,0.0,0,6,0
1,0,0,0.908457711442786,0.5891703207939073,0.0,1.0,2,3,2
1,0,2,0.7741293532338308,0.5055042695591968,0.0,0.0,0,4,2
2,2,3,0.07114427860696515,0.1074313408723748,0.0,0.0,0,0,2
1,0,3,0.6522388059701492,0.4976459727671359,0.0,0.0,1,4,3
0,0,2,0.26865671641791045,0.003052157858296792,0.0,0.0,0,8,0
1,0,0,0.5074626865671642,0.0058216016616662826,0.0,0.0,0,6,0
1,1,2,0.9039800995024875,0.5118220632356335,0.0,1.0,2,0,2
0,0,0,0.417910447761194,0.017505192707131318,0.0,0.0,0,6,0
1,1,2,0.755223880597015,0.6684744980383107,1.0,0.0,1,0,3
0,1,3,0.6283582089552239,0.5003057927532887,1.0,1.0,2,1,3
0,0,1,0.3666666666666667,0.015676205861989385,1.0,1.0,0,5,0
0,0,1,0.35422885572139307,0.010310408492960998,1.0,0.0,1,6,0
0,1,3,0.5517412935323384,0.5616258942995616,1.0,1.0,1,0,3
0,0,0,0.2716417910447761,0.007569813062543273,0.0,0.0,0,6,0
1,0,0,0.6527363184079601,0.08900876990537734,0.0,0.0,0,8,0
0,0,3,0.3368159203980099,0.07521924763443343,1.0,0.0,0,3,1
0,1,1,0.25074626865671645,0.037699053773367186,0.0,0.0,0,2,0
0,2,2,0.5114427860696518,0.5642107085160397,1.0,1.0,2,2,3
2,0,1,0.06517412935323383,0.05267135933533349,0.0,0.0,0,4,1
1,0,3,0.7646766169154228,0.09765751211631665,0.0,1.0,0,6,0
2,2,3,0.014427860696517386,0.1570505423494115,0.0,0.0,0,0,3
1,0,1,0.908955223880597,0.6847680590814678,1.0,1.0,1,2,3
1,2,0,0.9094527363184081,0.6383971843987999,1.0,1.0,1,2,3
1,0,0,0.7437810945273632,0.25724094161089317,0.0,0.0,0,3,1
0,2,2,0.4134328358208955,0.3724498038310639,0.0,0.0,2,0,3
2,0,0,0.01741293532338306,0.019224555735056544,0.0,0.0,0,6,0
0,2,2,0.7308457711442786,0.6989499192245557,1.0,1.0,2,1,3
2,2,1,0.07313432835820893,0.053900300023078704,0.0,0.0,0,0,1
1,2,0,0.8054726368159204,0.8302504038772214,0.0,0.0,2,3,3
2,1,1,0.015422885572139305,0.038229863835679674,0.0,0.0,0,0,1
0,2,2,0.5243781094527363,0.5449630740826217,1.0,0.0,2,1,3
1,0,0,0.7064676616915423,0.21798407569813064,0.0,0.0,0,4,1
0,0,2,0.11492537313432838,0.02326909762289407,1.0,0.0,0,7,0
2,1,1,0.012935323383084563,0.06946111239326103,0.0,0.0,0,2,2
1,0,0,0.6552238805970149,0.4996365105008077,1.0,0.0,0,3,3
0,2,3,0.5875621890547263,0.6322870990076159,1.0,1.0,1,1,3
1,2,3,0.7547263681592039,0.7251327025155782,0.0,1.0,1,0,3
1,0,3,0.86318407960199,0.8209612277867528,0.0,0.0,2,3,3
0,0,1,0.30845771144278605,0.021884375721209322,0.0,0.0,1,6,0
1,0,0,0.6691542288557214,0.08918762981767829,0.0,0.0,0,6,0
1,1,0,0.7930348258706468,0.6748442187860605,0.0,0.0,2,3,3
2,2,3,0.021393034825870627,0.1610489268405262,0.0,0.0,0,1,3
2,1,3,0.02288557213930348,0.14230325409646896,0.0,0.0,0,1,3
2,2,2,0.06716417910447761,0.205833141010847,0.0,0.0,0,3,3
1,0,1,0.5676616915422885,0.006519732287099007,1.0,0.0,0,6,0
2,2,1,0.026368159203980085,0.13007731363951072,0.0,0.0,0,0,3
0,1,3,0.3567164179104477,0.2277925225017309,0.0,1.0,1,3,2
2,1,1,0.01243781094527363,0.024001846295868913,0.0,0.0,0,4,0
1,1,3,0.7656716417910447,0.5243711054696515,0.0,0.0,0,1,2
1,0,0,0.6029850746268656,0.20233671820909302,1.0,0.0,0,5,1
0,0,2,0.5089552238805971,0.3507385183475652,1.0,0.0,1,2,2
1,0,0,0.5990049751243781,0.006883221786291254,0.0,0.0,0,8,0
2,0,1,0.007960199004975133,0.05106162012462498,0.0,0.0,0,4,2
0,0,2,0.12537313432835823,0.0433071774751904,1.0,0.0,0,4,1
1,1,0,0.8477611940298507,0.35167897530579273,0.0,0.0,2,2,2
0,1,1,0.5208955223880596,0.31033925686591274,1.0,1.0,1,2,2
2,0,3,0.024378109452736302,0.0074948072928686825,0.0,0.0,0,6,0
1,0,1,0.7527363184079602,0.05400992384029542,0.0,0.0,0,6,0
0,0,1,0.3039800995024875,0.03214285714285715,0.0,1.0,0,4,0
0,2,3,0.41691542288557215,0.4309254558042926,0.0,1.0,2,1,3
2,0,3,0.015920398009950265,0.010298869143780292,0.0,0.0,0,6,0
1,1,0,0.7263681592039801,0.5445995845834295,1.0,0.0,1,2,3
2,1,2,0.01691542288557213,0.14147242095545812,0.0,0.0,0,0,3
1,0,3,0.5955223880597014,0.09762866374336489,0.0,0.0,1,6,0
1,0,2,0.5194029850746269,0.09581121624740366,0.0,0.0,0,5,1
1,2,3,0.9766169154228855,0.9836660512347104,1.0,1.0,2,0,3
0,0,2,0.45572139303482584,0.08252365566582046,1.0,0.0,1,6,0
1,1,0,0.854726368159204,0.840555042695592,1.0,0.0,1,0,3
0,1,2,0.32537313432835824,0.29908262174013384,0.0,0.0,1,0,3
1,0,0,0.6626865671641791,0.0076217401338564495,0.0,0.0,1,6,0
1,1,0,0.6233830845771144,0.5237364412647126,0.0,0.0,0,1,3
0,1,2,0.6631840796019901,0.6053196399723055,1.0,1.0,2,0,3
1,1,3,0.873134328358209,0.5208285252711747,1.0,1.0,1,1,2
1,0,2,0.53681592039801,0.03308908377567506,0.0,0.0,0,6,0
2,0,1,0.019402985074626844,0.0001615508885298867,0.0,0.0,0,6,0
2,0,1,0.007462686567164173,0.024780752365566584,0.0,0.0,0,2,0
1,1,2,0.6696517412935323,0.6038483729517655,0.0,1.0,1,3,3
0,0,1,0.5601990049751243,0.1381260096930533,1.0,0.0,1,2,1
1,1,0,0.8960199004975123,0.527042464804985,0.0,1.0,1,1,2
1,1,0,0.8736318407960199,0.5183475651973228,1.0,0.0,2,2,2
2,0,1,0.019900497512437804,0.019311100853911838,0.0,0.0,0,6,0
0,0,0,0.3910447761194029,0.016460881606277403,0.0,0.0,1,6,0
1,1,0,0.9079601990049752,0.8834237249019156,0.0,1.0,2,1,3
1,0,0,0.7393034825870646,0.1841564735748904,0.0,0.0,0,5,1
2,0,2,0.026865671641791017,0.00769674590353104,0.0,0.0,0,6,0
1,0,0,0.6338308457711442,0.007287099007615971,0.0,0.0,0,6,0
0,0,1,0.3621890547263681,0.019651511654742673,0.0,0.0,0,6,0
1,0,0,0.6666666666666666,0.26176436648972995,0.0,0.0,0,6,2
1,0,0,0.7641791044776118,0.5176263558735288,0.0,1.0,1,6,2
1,0,2,0.8014925373134327,0.3988864528040619,0.0,1.0,0,4,2
1,1,2,0.7800995024875622,0.1811043157165936,0.0,0.0,1,1,1
1,2,0,0.8532338308457711,0.8088737595199631,0.0,1.0,1,2,3
0,1,1,0.5781094527363183,0.2985864297253635,1.0,1.0,2,2,2
2,0,0,0.0288557213930348,0.03314678052157859,0.0,0.0,0,2,0
1,0,0,0.7567164179104477,0.046809369951534736,0.0,0.0,0,8,0
2,0,2,0.026865671641791017,0.028681052388645285,0.0,0.0,0,4,0
1,1,2,0.9308457711442785,0.6682379413801062,0.0,1.0,2,1,3
2,0,1,0.013432835820895522,0.004206092776367413,0.0,0.0,0,5,0
1,2,3,0.617910447761194,0.6180879298407569,1.0,0.0,1,0,3
1,0,0,0.6766169154228856,0.15246942072467112,0.0,0.0,1,4,1
1,0,3,0.772636815920398,0.2557292868682206,1.0,1.0,0,3,1
2,0,1,0.015920398009950265,0.00012116316639741503,0.0,0.0,0,5,0
0,0,0,0.3567164179104477,0.15626586660512348,0.0,0.0,1,3,2
0,0,0,0.4761194029850746,0.21848026771290102,1.0,0.0,0,4,2
2,1,2,0.05024875621890548,0.18513154858066008,0.0,0.0,0,0,3
1,0,0,0.5064676616915423,0.005810062312485576,0.0,0.0,0,5,0
1,0,0,0.6223880597014925,0.007154396492037849,0.0,0.0,0,6,0
2,2,1,0.023383084577114438,0.14769213016385876,0.0,0.0,0,2,3
0,1,1,0.5621890547263682,0.2612681744749596,1.0,0.0,0,2,2
2,1,3,0.06517412935323383,0.03495268866835911,0.0,0.0,0,2,1
2,2,2,0.05870646766169152,0.17078813754904223,0.0,0.0,0,2,3
1,0,0,0.4925373134328358,0.011291253173321025,0.0,0.0,0,6,0
0,0,1,0.15920398009950248,0.013910685437341332,1.0,1.0,0,6,0
1,0,0,0.8462686567164178,0.3313927994461112,0.0,1.0,1,6,2
0,1,1,0.3218905472636816,0.1465439649203785,1.0,0.0,0,2,1
1,0,0,0.8681592039800995,0.09355527348257558,0.0,0.0,2,8,0
1,1,3,0.8706467661691543,0.8427994461112394,0.0,1.0,2,0,3
2,2,1,0.01691542288557213,0.04093007154396493,0.0,0.0,0,2,1
0,0,1,0.2606965174129353,0.040445418878375265,0.0,0.0,0,6,0
2,0,1,0.02487562189054726,0.05001153934918071,0.0,0.0,0,3,1
0,2,2,0.41542288557213924,0.2509116085852758,1.0,1.0,1,1,2
0,0,2,0.4328358208955224,0.34679783060235403,1.0,1.0,1,2,3
0,1,3,0.6144278606965173,0.36512231710131543,1.0,1.0,1,0,2
2,2,1,0.009950248756218888,0.07605585045003461,0.0,0.0,0,2,2
1,0,0,0.8243781094527362,0.6947957535195015,0.0,0.0,1,3,3
2,1,2,0.01641791044776117,0.035881606277405956,0.0,0.0,0,0,1
0,0,0,0.30696517412935326,0.07624624971151626,0.0,0.0,0,4,1
0,2,1,0.6616915422885572,0.3254846526655896,1.0,1.0,2,0,2
0,0,0,0.06865671641791044,0.009364181860143088,0.0,0.0,0,5,0
0,0,1,0.10845771144278604,0.0011943226402030922,0.0,1.0,0,6,0
0,1,1,0.3522388059701492,0.15424071082390955,0.0,0.0,2,0,2
1,0,3,0.6796019900497512,0.30909300715439647,0.0,0.0,0,3,2
1,0,0,0.753731343283582,0.01879759981537041,0.0,0.0,0,8,0
1,0,0,0.5686567164179105,0.05934110316178168,0.0,0.0,0,7,0
2,0,0,0.009452736318407956,4.6157396722824526e-05,0.0,0.0,0,6,0
1,0,0,0.5711442786069653,0.03271982460189246,0.0,0.0,0,6,0
1,2,2,0.917910447761194,0.8581410108469882,0.0,1.0,2,2,3
2,2,1,0.01741293532338306,0.09133394876528964,0.0,0.0,0,2,2
0,0,2,0.1706467661691542,0.12216708977613663,1.0,1.0,0,2,2
1,0,0,0.553233830845771,0.05682552504038773,0.0,0.0,0,6,0
1,0,1,0.6970149253731343,0.029419570736210477,1.0,1.0,0,6,0
1,0,0,0.8213930348258706,0.3944957304408031,0.0,0.0,1,5,2
2,2,1,0.018905472636815884,0.016928225248096007,0.0,0.0,0,2,0
1,0,0,0.5502487562189055,0.1547022847911378,0.0,0.0,1,6,1
1,2,3,0.8243781094527362,0.8049849988460651,1.0,1.0,2,0,3
1,0,0,0.5567164179104478,0.22783867989845374,0.0,0.0,0,4,2
1,0,1,0.7666666666666666,0.25087699053773366,0.0,0.0,1,4,1
1,1,2,0.708457711442786,0.6547253634894992,1.0,0.0,2,1,3
1,0,2,0.7641791044776118,0.19162243249480732,0.0,1.0,1,4,1
0,0,2,0.218407960199005,0.1650126932840988,1.0,0.0,2,2,2
1,0,0,0.6144278606965173,0.025675051927071313,0.0,1.0,1,4,0
0,0,2,0.11890547263681589,0.16550888529886915,0.0,0.0,1,4,3
